incident_type,severity,affected_people,injured_people,trapped_people,vulnerable_people,children_count,elderly_count,waiting_time_hours,priority_level
Chemical Spill,low,45,0,0,10,14,6,0.3,low
Flood,low,33,19,0,2,0,5,20.7,high
Structural Collapse,low,47,0,0,8,10,8,44.5,low
Fire,low,1,1,0,0,0,0,31.7,low
Earthquake,medium,24,0,0,1,2,0,12.7,medium
Fire,high,100,0,0,30,37,2,21.5,medium
Structural Collapse,low,20,3,0,6,2,3,0.7,medium
Medical,low,13,9,8,2,1,1,43.5,critical
Flood,critical,75,0,64,3,24,11,33.0,critical
Chemical Spill,medium,46,0,0,9,14,2,2.5,low
Earthquake,medium,3,0,0,0,1,0,6.0,low
Fire,medium,15,12,0,3,3,2,10.6,high
Structural Collapse,high,42,0,0,9,1,0,25.5,medium
Structural Collapse,low,9,0,0,0,2,0,28.1,low
Structural Collapse,low,32,0,0,1,6,6,25.8,low
Fire,low,33,0,28,4,4,3,32.1,high
Chemical Spill,low,1,1,0,0,0,0,1.0,low
Flood,low,38,0,16,3,5,2,19.7,medium
Fire,critical,235,15,152,28,51,45,7.3,critical
Flood,low,48,0,0,4,19,7,19.7,low
Earthquake,high,17,0,0,4,1,3,5.6,medium
Chemical Spill,low,48,0,0,3,1,2,36.5,low
Medical,high,196,3,0,17,41,29,10.3,high
Fire,low,25,0,0,0,0,0,35.3,low
Flood,high,80,8,9,15,9,8,40.8,critical
Fire,low,16,13,0,1,1,2,27.6,medium
Earthquake,low,29,20,0,2,10,2,38.5,high
Earthquake,low,20,2,0,1,1,4,14.7,medium
Structural Collapse,medium,3,0,0,0,0,0,7.4,low
Fire,medium,26,4,0,1,5,4,47.5,high
Chemical Spill,critical,435,201,31,8,138,9,23.1,critical
Earthquake,medium,22,0,0,1,3,4,43.9,medium
Medical,medium,22,16,0,2,3,1,25.2,high
Earthquake,low,16,0,10,1,0,2,17.0,critical
Medical,medium,12,0,0,3,3,0,1.7,low
Earthquake,critical,75,1,0,17,13,3,27.5,high
Fire,critical,276,0,0,45,44,0,18.7,high
Earthquake,medium,45,0,0,7,11,2,2.9,low
Structural Collapse,low,13,12,10,1,0,0,2.9,critical
Earthquake,medium,24,0,18,6,0,4,46.7,high
Flood,critical,350,327,0,8,94,24,4.7,critical
Flood,medium,43,0,15,12,6,2,15.6,high
Medical,low,46,0,0,8,1,5,39.8,low
Structural Collapse,high,51,0,0,3,14,2,46.5,medium
Chemical Spill,high,33,28,22,6,0,5,29.2,critical
Medical,low,30,0,5,1,11,3,36.9,medium
Flood,high,174,140,0,41,3,17,34.9,critical
Earthquake,high,12,12,0,0,1,0,40.2,high
Structural Collapse,low,27,0,3,0,8,2,42.6,low
Medical,critical,302,257,0,68,89,40,36.2,critical
Flood,high,110,83,0,17,17,17,9.2,critical
Medical,critical,395,0,0,75,137,43,35.8,high
Earthquake,critical,446,0,0,3,93,16,9.1,high
Structural Collapse,critical,44,0,14,11,1,7,5.4,high
Structural Collapse,medium,2,0,0,0,0,0,17.2,medium
Chemical Spill,high,68,13,49,7,4,6,31.9,critical
Medical,low,33,0,28,6,7,0,40.5,high
Chemical Spill,critical,120,0,0,17,26,10,17.8,high
Structural Collapse,high,56,51,9,0,1,0,36.3,critical
Flood,high,185,143,0,18,43,1,8.4,critical
Flood,medium,11,0,0,3,0,0,0.9,low
Flood,medium,9,0,6,2,1,1,0.2,high
Flood,medium,8,0,0,0,0,1,11.0,medium
Earthquake,medium,26,24,0,2,7,1,28.8,critical
Structural Collapse,critical,148,100,127,37,24,10,43.4,critical
Medical,medium,47,0,2,7,8,7,43.4,medium
Medical,medium,7,2,0,2,0,0,17.7,medium
Fire,critical,299,0,0,81,74,12,20.9,high
Earthquake,medium,39,2,0,2,1,7,9.5,high
Structural Collapse,low,43,13,0,11,15,5,4.1,high
Flood,medium,42,2,9,9,15,1,16.0,high
Structural Collapse,medium,39,0,0,5,1,7,31.2,medium
Medical,critical,349,107,259,70,83,33,18.9,critical
Chemical Spill,low,21,0,0,1,3,3,30.6,low
Earthquake,high,91,0,0,12,23,2,0.6,low
Structural Collapse,low,22,9,0,4,2,4,28.9,high
Medical,high,7,0,0,2,1,1,34.9,medium
Medical,high,8,0,0,0,0,0,44.4,medium
Medical,high,54,28,38,4,15,5,47.2,critical
Chemical Spill,low,34,0,13,10,3,1,4.7,medium
Chemical Spill,low,4,3,0,1,0,0,31.3,low
Flood,medium,7,2,0,2,1,0,12.5,medium
Medical,high,129,4,0,21,48,2,18.9,high
Medical,low,14,0,0,2,5,1,19.3,low
Flood,medium,7,0,0,1,0,1,31.0,medium
Medical,low,2,0,0,0,0,0,21.2,low
Flood,low,14,0,1,3,1,1,26.5,low
Fire,high,21,0,0,3,3,4,17.2,medium
Flood,medium,23,0,20,4,1,1,36.0,high
Earthquake,low,22,0,19,3,4,4,7.4,medium
Structural Collapse,high,174,0,0,15,48,25,12.3,high
Earthquake,low,26,0,9,7,0,3,21.6,medium
Medical,low,18,0,0,3,7,3,2.5,low
Structural Collapse,critical,394,178,0,3,86,27,14.2,critical
Flood,high,17,0,8,3,6,0,7.6,medium
Earthquake,medium,6,4,0,1,1,1,47.1,medium
Earthquake,low,3,2,0,0,1,0,5.0,low
Earthquake,high,157,144,60,11,5,25,43.6,critical
Medical,low,49,0,4,10,12,2,44.8,low
Chemical Spill,low,27,0,17,3,3,0,47.8,medium
Fire,low,25,0,0,3,8,0,40.0,low
Chemical Spill,critical,377,51,0,111,132,53,42.8,critical
Fire,low,49,0,0,3,3,8,30.9,low
Earthquake,high,109,0,0,23,30,3,38.1,high
Structural Collapse,medium,32,9,0,0,0,3,15.9,medium
Earthquake,low,33,16,31,1,3,0,45.9,critical
Chemical Spill,low,7,6,0,1,2,0,27.1,low
Medical,high,8,6,1,2,2,0,15.6,medium
Medical,low,7,0,0,1,1,0,14.2,low
Earthquake,critical,386,0,0,86,62,11,27.8,high
Earthquake,medium,36,11,0,7,11,7,21.6,high
Chemical Spill,low,0,0,0,0,0,0,41.2,low
Fire,low,27,13,16,7,4,1,12.9,critical
Medical,critical,347,0,0,95,16,56,7.3,high
Fire,low,30,12,9,4,6,5,45.9,critical
Flood,high,196,91,141,38,66,10,14.5,critical
Fire,medium,22,0,15,5,8,4,34.5,high
Chemical Spill,high,171,0,0,20,64,14,15.2,high
Flood,high,51,4,0,10,9,1,17.4,high
Medical,high,89,0,0,2,24,8,16.2,medium
Chemical Spill,low,10,0,0,0,2,1,32.1,low
Earthquake,low,24,0,0,6,2,2,12.3,low
Medical,medium,21,0,10,2,4,3,17.4,medium
Structural Collapse,low,9,0,0,1,3,0,30.7,low
Chemical Spill,medium,27,0,0,8,5,4,8.3,low
Flood,low,32,15,0,8,4,4,31.3,high
Flood,low,24,0,0,1,4,2,47.2,low
Fire,high,192,0,0,35,72,15,21.5,high
Earthquake,critical,147,0,0,5,26,2,9.2,high
Fire,high,118,0,0,7,2,18,3.8,medium
Structural Collapse,low,30,0,11,8,7,4,41.2,medium
Chemical Spill,high,153,0,0,7,56,13,31.4,high
Chemical Spill,medium,14,8,0,0,0,2,21.2,medium
Structural Collapse,low,21,20,0,3,5,1,8.7,high
Fire,low,2,2,0,0,0,0,26.5,low
Medical,low,9,0,0,2,0,1,19.7,low
Medical,high,81,0,0,16,11,14,44.6,medium
Earthquake,medium,2,0,1,0,0,0,31.8,medium
Fire,high,41,29,30,9,14,1,10.6,critical
Chemical Spill,low,17,15,0,2,2,2,28.6,high
Medical,medium,48,0,0,11,2,6,43.0,medium
Structural Collapse,medium,2,2,2,0,0,0,25.5,high
Medical,high,187,0,0,3,16,4,21.8,high
Fire,low,26,25,0,4,8,5,13.5,critical
Structural Collapse,critical,465,0,0,10,30,10,20.0,high
Structural Collapse,low,3,3,0,0,1,0,3.3,low
Medical,high,55,0,30,14,8,6,22.5,critical
Earthquake,high,139,0,0,6,29,12,34.0,high
Flood,low,46,0,14,5,12,0,13.2,medium
Flood,low,12,0,0,1,0,1,30.1,low
Fire,low,18,0,0,2,5,3,16.0,low
Medical,medium,17,2,0,2,5,2,14.9,high
Fire,low,32,0,19,9,10,1,47.6,high
Flood,medium,15,0,0,2,0,2,43.2,medium
Medical,low,18,0,0,0,5,0,40.4,low
Chemical Spill,medium,39,5,21,9,0,3,47.6,critical
Flood,medium,49,35,0,1,6,6,38.7,critical
Earthquake,low,43,1,0,9,6,2,16.0,medium
Medical,medium,0,0,0,0,0,0,0.2,low
Flood,low,38,0,12,0,11,1,32.1,medium
Fire,critical,335,73,232,95,62,27,30.4,critical
Earthquake,medium,28,0,10,1,9,4,18.7,medium
Fire,medium,44,33,0,10,7,7,46.7,critical
Medical,low,39,28,0,7,12,5,4.5,high
Chemical Spill,critical,401,0,0,9,51,14,26.4,high
Fire,low,13,0,0,1,3,2,8.7,low
Structural Collapse,medium,24,0,17,6,4,4,5.7,high
Flood,medium,1,0,0,0,0,0,3.2,low
Chemical Spill,low,42,31,0,0,1,6,34.3,critical
Chemical Spill,high,12,6,0,1,0,1,17.4,medium
Chemical Spill,critical,27,0,0,3,9,0,33.5,medium
Chemical Spill,medium,46,0,0,2,9,0,39.4,medium
Medical,medium,30,0,0,6,10,2,4.3,low
Medical,medium,21,5,2,5,0,3,18.3,high
Flood,high,155,0,0,18,50,27,23.3,high
Fire,high,154,132,0,35,36,30,33.4,critical
Chemical Spill,high,124,43,55,27,46,14,26.8,critical
Chemical Spill,low,20,0,0,5,3,1,38.0,low
Medical,high,81,75,0,14,25,11,33.4,critical
Earthquake,medium,2,1,0,0,0,0,4.4,low
Structural Collapse,low,28,8,3,2,7,0,19.1,high
Structural Collapse,low,39,7,23,6,1,7,23.4,critical
Medical,low,1,1,0,0,0,0,8.8,low
Earthquake,medium,9,7,0,0,3,1,9.0,medium
Structural Collapse,medium,14,12,0,4,0,2,4.5,high
Structural Collapse,medium,7,0,1,2,1,1,7.5,low
Chemical Spill,medium,47,0,0,0,7,4,34.5,medium
Structural Collapse,critical,355,301,0,6,54,55,30.1,critical
Fire,low,30,0,13,9,9,2,44.8,medium
Medical,medium,25,14,0,7,10,5,16.5,high
Fire,high,30,27,0,4,0,3,27.0,critical
Earthquake,low,9,0,0,0,0,1,35.1,low
Flood,medium,25,0,9,5,1,1,29.7,medium
Structural Collapse,critical,442,0,0,114,53,78,12.5,high
Chemical Spill,medium,32,0,0,5,4,0,47.9,medium
Flood,medium,7,0,0,0,2,1,9.9,low
Earthquake,low,25,24,0,6,9,4,8.9,high
Chemical Spill,low,32,0,0,7,1,2,35.4,low
Flood,high,121,76,94,6,22,23,40.4,critical
Structural Collapse,low,33,0,0,3,8,1,26.3,low
Fire,critical,300,135,295,35,5,55,27.3,critical
Medical,high,177,118,72,52,29,33,18.4,critical
Medical,high,109,0,0,17,36,17,33.9,high
Medical,high,56,31,0,3,5,10,9.8,critical
Fire,medium,24,3,0,0,5,3,44.4,high
Medical,medium,0,0,0,0,0,0,39.3,medium
Chemical Spill,critical,35,0,0,9,7,1,17.3,medium
Medical,medium,4,1,0,0,0,0,45.1,medium
Flood,high,132,9,0,17,24,9,29.3,high
Earthquake,medium,43,0,5,7,9,8,16.7,medium
Fire,critical,437,141,0,15,1,29,32.6,critical
Structural Collapse,critical,127,11,101,31,37,24,27.4,critical
Flood,medium,31,18,0,1,5,1,31.4,critical
Earthquake,high,108,6,0,0,26,15,40.8,high
Medical,low,49,3,0,4,19,3,5.0,medium
Medical,critical,122,2,106,5,30,5,38.4,critical
Chemical Spill,medium,47,0,6,4,10,9,19.8,medium
Medical,low,20,1,0,0,2,3,13.4,low
Medical,low,26,0,0,0,1,1,10.6,low
Earthquake,high,14,0,0,3,5,1,2.5,low
Earthquake,low,39,0,0,5,15,5,44.6,low
Chemical Spill,low,30,0,0,6,2,6,44.6,low
Chemical Spill,medium,37,0,35,2,13,5,11.8,critical
Medical,medium,22,0,20,4,2,0,11.6,high
Flood,medium,17,11,13,4,2,3,41.9,critical
Fire,medium,22,3,6,1,3,4,34.7,critical
Structural Collapse,low,10,0,0,1,2,0,33.2,low
Flood,high,7,3,0,1,0,1,39.3,medium
Flood,low,11,2,0,0,1,0,33.9,low
Fire,high,30,0,4,8,7,4,39.7,medium
Fire,low,8,0,2,0,2,0,33.0,low
Chemical Spill,low,45,0,18,8,6,4,31.8,high
Structural Collapse,medium,22,11,0,0,0,1,41.1,medium
Fire,critical,459,0,0,18,80,73,19.8,high
Medical,medium,14,13,3,2,2,0,32.5,high
Earthquake,low,36,0,0,1,1,6,18.9,low
Structural Collapse,high,153,0,131,3,25,3,12.4,critical
Flood,medium,11,0,2,0,3,1,33.6,medium
Fire,critical,418,175,0,83,158,29,6.9,critical
Medical,medium,49,0,0,2,19,4,43.9,medium
Medical,medium,46,11,0,5,11,8,39.8,high
Structural Collapse,critical,302,203,0,6,91,54,34.9,critical
Medical,low,31,0,0,9,2,3,26.0,low
Medical,medium,38,0,0,0,0,5,3.0,low
Fire,high,130,0,0,13,17,0,25.1,high
Structural Collapse,medium,30,0,0,7,8,3,20.5,medium
Chemical Spill,medium,28,18,0,2,7,1,26.1,critical
Medical,medium,19,10,0,4,3,0,37.5,high
Medical,low,22,21,9,2,8,4,30.1,critical
Structural Collapse,critical,303,63,175,55,75,37,21.8,critical
Medical,critical,442,108,0,9,46,58,8.9,critical
Fire,medium,9,2,0,0,1,0,14.6,medium
Fire,low,0,0,0,0,0,0,34.6,low
Fire,medium,10,8,0,2,4,0,1.1,medium
Fire,high,112,32,0,12,13,13,20.3,critical
Fire,low,28,0,0,7,2,2,4.9,low
Structural Collapse,medium,9,0,3,2,2,1,15.9,medium
Fire,low,13,0,0,2,4,2,10.6,low
Fire,low,6,1,0,1,1,1,47.8,low
Chemical Spill,low,45,0,14,7,7,4,31.7,medium
Earthquake,low,27,0,15,6,1,5,20.6,medium
Medical,medium,24,3,0,6,1,1,11.1,high
Chemical Spill,medium,27,14,0,6,1,5,7.4,high
Earthquake,low,2,0,2,0,0,0,22.0,high
Earthquake,medium,13,11,0,2,2,1,19.2,medium
Chemical Spill,high,162,24,0,7,7,30,36.6,critical
Medical,high,11,0,2,0,2,2,44.8,medium
Structural Collapse,critical,10,0,0,2,1,0,13.0,medium
Earthquake,medium,10,9,0,1,1,0,20.6,medium
Earthquake,medium,45,0,0,13,10,7,1.0,low
Structural Collapse,high,90,0,0,4,30,9,35.8,medium
Earthquake,critical,166,0,0,36,51,5,22.9,high
Earthquake,low,1,0,0,0,0,0,31.4,low
Earthquake,medium,20,4,0,6,7,0,25.4,high
Fire,high,28,0,0,1,0,0,11.8,medium
Fire,medium,13,0,0,0,5,2,28.0,medium
Medical,low,33,5,21,0,8,3,24.4,critical
Medical,low,3,0,0,0,0,0,3.8,low
Medical,medium,38,0,0,9,12,1,23.3,medium
Chemical Spill,low,29,14,18,8,4,2,27.0,critical
Flood,critical,13,12,7,1,0,2,29.6,critical
Fire,medium,33,0,9,3,0,5,4.2,medium
Medical,low,20,13,3,4,0,0,9.9,medium
Flood,low,2,0,0,0,0,0,13.7,low
Structural Collapse,low,7,1,0,2,2,0,23.8,low
Medical,medium,46,4,0,3,4,9,45.0,high
Fire,low,1,1,0,0,0,0,34.6,low
Earthquake,low,14,0,0,1,5,1,10.5,low
Fire,low,9,1,0,2,0,0,24.7,low
Structural Collapse,critical,378,0,0,94,136,20,6.4,high
Structural Collapse,high,159,0,0,6,60,19,44.2,high
Structural Collapse,high,76,0,0,18,26,10,47.9,medium
Fire,high,170,8,77,13,25,28,40.3,critical
Flood,low,28,0,9,1,2,2,28.7,medium
Structural Collapse,medium,21,11,0,1,4,3,22.5,high
Structural Collapse,critical,303,253,179,39,7,60,33.0,critical
Structural Collapse,medium,7,0,0,1,2,1,4.9,low
Medical,low,27,0,0,6,9,5,12.6,low
Medical,medium,7,0,0,0,0,1,20.3,medium
Earthquake,high,123,91,10,34,14,7,10.2,critical
Earthquake,low,44,0,21,11,8,3,27.3,high
Flood,critical,25,8,15,1,2,5,31.5,critical
Earthquake,low,23,0,0,2,9,4,22.1,low
Earthquake,critical,358,342,279,97,6,37,16.3,critical
Fire,low,22,16,0,2,0,0,26.0,medium
Chemical Spill,low,22,0,22,4,8,4,45.5,high
Flood,critical,438,0,0,110,56,25,39.2,high
Fire,low,27,8,0,3,8,5,7.1,medium
Flood,high,147,0,36,37,52,25,7.4,critical
Flood,low,9,0,7,0,2,0,13.2,high
Flood,low,10,9,0,0,3,2,21.5,medium
Flood,high,176,133,25,13,7,23,44.9,critical
Chemical Spill,low,21,2,0,0,1,2,43.3,low
Chemical Spill,high,85,0,0,13,29,16,0.8,low
Fire,medium,34,22,16,6,3,4,17.4,critical
Chemical Spill,high,117,49,0,30,40,5,7.2,critical
Earthquake,low,12,8,2,0,2,1,35.4,medium
Structural Collapse,high,83,58,0,18,20,3,33.7,critical
Medical,high,26,13,0,0,3,3,26.6,critical
Chemical Spill,high,23,13,0,5,0,2,47.7,critical
Earthquake,critical,177,118,0,15,36,26,8.4,critical
Flood,high,81,44,0,14,19,12,3.8,critical
Medical,high,80,41,50,23,5,5,47.6,critical
Medical,low,47,13,0,3,9,6,28.6,high
Chemical Spill,medium,17,0,0,3,0,2,12.8,medium
Fire,low,33,0,9,7,6,4,36.5,medium
Flood,medium,36,0,0,10,14,5,11.1,medium
Structural Collapse,low,0,0,0,0,0,0,3.4,low
Flood,high,85,58,0,21,11,15,6.7,critical
Medical,medium,40,0,0,0,5,3,39.8,medium
Earthquake,medium,16,2,2,4,0,2,27.9,high
Flood,medium,5,4,0,0,2,0,32.0,medium
Fire,medium,28,0,0,8,7,2,2.4,low
Fire,low,48,0,0,5,4,6,37.8,low
Fire,medium,47,0,0,10,0,6,26.8,medium
Medical,medium,12,2,3,3,2,2,5.8,high
Flood,high,177,0,0,33,45,2,40.2,high
Structural Collapse,critical,494,0,438,32,195,85,34.3,critical
Flood,low,33,0,0,3,0,2,21.7,low
Chemical Spill,medium,40,30,1,1,12,4,21.4,critical
Flood,medium,27,22,0,2,0,1,9.6,high
Flood,critical,311,213,0,29,68,8,45.2,critical
Chemical Spill,low,0,0,0,0,0,0,3.8,low
Fire,medium,8,0,2,2,3,1,43.1,medium
Medical,high,16,0,13,0,1,0,17.7,critical
Fire,high,132,60,0,18,23,4,5.2,critical
Structural Collapse,low,31,0,0,8,10,5,46.3,low
Structural Collapse,medium,18,0,12,5,6,0,14.6,critical
Fire,critical,25,9,0,7,3,5,15.7,critical
Medical,low,7,6,0,1,1,0,7.4,low
Flood,high,135,86,50,17,25,23,31.8,critical
Fire,critical,344,0,0,31,75,51,44.2,high
Medical,critical,166,0,27,40,4,14,34.9,critical
Medical,high,195,0,0,20,50,23,43.2,high
Medical,medium,12,10,0,2,4,0,4.6,high
Chemical Spill,low,19,16,9,4,3,1,30.3,critical
Fire,critical,70,50,0,11,23,12,23.6,critical
Chemical Spill,critical,227,0,0,16,72,20,45.2,high
Fire,high,31,15,0,1,10,5,29.9,critical
Fire,high,32,17,27,2,7,2,36.8,critical
Fire,medium,23,0,22,2,1,4,15.7,high
Chemical Spill,low,24,0,17,7,9,0,46.1,medium
Earthquake,medium,3,0,2,0,1,0,19.2,high
Flood,medium,32,14,0,5,7,4,43.9,high
Flood,medium,47,0,0,4,16,7,25.1,medium
Chemical Spill,medium,8,2,0,0,2,1,43.3,medium
Structural Collapse,medium,18,0,0,4,7,0,42.6,medium
Earthquake,critical,30,0,0,2,12,3,45.8,medium
Earthquake,high,84,0,0,17,11,16,13.1,medium
Structural Collapse,critical,178,0,0,50,39,24,13.7,high
Medical,medium,5,0,0,0,0,0,1.9,low
Chemical Spill,medium,3,0,0,0,1,0,35.4,medium
Fire,medium,6,0,0,0,0,1,28.5,medium
Fire,low,2,0,1,0,0,0,42.3,low
Flood,low,8,3,0,2,0,1,14.0,low
Chemical Spill,medium,14,9,0,2,1,0,3.7,medium
Flood,high,70,7,13,4,2,9,27.3,critical
Flood,critical,267,111,0,26,72,6,0.2,critical
Medical,low,38,0,11,5,12,1,44.9,medium
Flood,medium,11,0,0,0,1,1,34.8,medium
Earthquake,high,16,0,6,3,2,3,32.8,medium
Medical,low,0,0,0,0,0,0,8.5,low
Structural Collapse,medium,5,3,0,0,0,0,23.5,medium
Earthquake,critical,12,3,9,0,4,2,13.0,critical
Medical,medium,9,0,0,2,0,0,0.4,low
Flood,low,5,2,0,0,1,1,33.5,low
Fire,medium,17,13,0,3,1,3,32.6,high
Fire,high,160,0,0,32,59,16,32.2,high
Medical,low,37,34,0,0,0,5,25.2,high
Chemical Spill,low,5,2,0,0,1,1,34.1,low
Chemical Spill,medium,44,38,0,9,16,2,32.2,critical
Earthquake,critical,439,362,0,50,49,5,36.3,critical
Earthquake,medium,33,0,0,7,4,5,1.0,low
Medical,medium,34,18,0,8,7,3,31.8,critical
Earthquake,low,13,5,0,3,3,2,46.5,medium
Medical,low,33,0,0,4,1,2,23.2,low
Flood,medium,33,0,0,1,1,6,18.9,medium
Earthquake,medium,6,1,0,1,1,0,20.8,medium
Earthquake,critical,271,146,0,57,37,14,35.8,critical
Earthquake,critical,379,137,0,30,36,27,35.7,critical
Flood,low,7,4,0,1,1,1,39.1,low
Structural Collapse,low,2,0,0,0,0,0,38.8,low
Flood,critical,471,327,242,128,175,24,36.8,critical
Structural Collapse,high,86,62,0,24,16,13,37.4,critical
Flood,critical,71,5,0,8,10,4,7.4,high
Chemical Spill,low,46,12,46,8,10,2,47.6,critical
Earthquake,high,181,47,122,17,6,34,10.7,critical
Earthquake,high,189,94,0,41,4,37,36.7,critical
Fire,low,12,0,0,3,4,1,38.5,low
Earthquake,medium,12,0,0,3,4,2,19.0,medium
Structural Collapse,critical,198,19,0,9,33,27,35.1,critical
Chemical Spill,high,183,5,0,32,14,13,20.3,high
Fire,medium,44,0,9,13,9,8,33.1,medium
Flood,low,45,25,0,9,6,3,27.0,critical
Fire,high,89,53,0,12,22,17,15.1,critical
Fire,high,141,0,0,33,47,2,46.5,high
Medical,critical,414,400,0,87,94,5,0.6,critical
Medical,low,2,0,1,0,0,0,26.0,low
Flood,low,19,0,17,1,1,1,24.7,critical
Structural Collapse,medium,21,1,3,1,8,2,9.4,high
Structural Collapse,medium,7,0,2,0,1,0,26.7,medium
Earthquake,low,3,0,0,0,1,0,1.0,low
Flood,medium,38,0,12,4,13,0,23.8,medium
Flood,medium,40,0,0,1,4,8,19.2,medium
Flood,high,21,0,0,4,4,0,33.8,medium
Earthquake,critical,170,0,76,22,35,32,10.0,critical
Fire,low,0,0,0,0,0,0,11.9,low
Fire,high,42,0,0,9,5,7,12.7,medium
Medical,medium,37,0,7,2,13,5,41.7,medium
Medical,medium,3,1,0,0,0,0,38.8,medium
Chemical Spill,low,18,0,17,4,2,3,0.5,high
Earthquake,low,18,15,0,5,6,3,15.5,high
Structural Collapse,medium,27,0,16,4,7,4,2.0,medium
Earthquake,high,25,0,6,2,3,1,21.0,medium
Flood,medium,33,0,5,3,5,0,29.5,medium
Chemical Spill,low,8,5,0,2,1,0,41.9,low
Earthquake,medium,31,11,7,4,9,3,3.3,critical
Fire,medium,47,2,9,4,13,9,32.8,high
Medical,critical,453,0,0,114,126,60,47.6,high
Fire,low,43,0,0,4,10,1,10.0,low
Fire,critical,273,0,0,29,58,8,45.9,high
Medical,high,28,3,3,1,11,1,7.5,high
Earthquake,low,20,13,0,4,7,1,14.2,high
Earthquake,low,46,0,25,2,13,7,30.1,high
Fire,critical,92,0,0,26,18,16,28.4,medium
Medical,low,4,0,0,1,0,0,15.0,low
Chemical Spill,medium,18,11,5,1,7,0,41.2,critical
Fire,high,34,27,0,9,2,6,19.0,critical
Earthquake,high,48,0,3,5,11,2,11.7,medium
Medical,low,26,18,0,7,6,3,37.5,high
Earthquake,critical,346,0,325,43,83,11,5.0,critical
Structural Collapse,medium,12,0,0,0,0,2,29.3,medium
Fire,high,154,0,151,1,30,21,13.9,critical
Structural Collapse,medium,27,24,0,4,4,2,23.3,critical
Flood,high,165,28,0,5,30,15,1.0,critical
Flood,high,161,0,0,6,27,3,18.5,high
Flood,critical,82,18,0,9,29,2,5.8,critical
Fire,high,186,116,0,19,15,27,10.3,critical
Earthquake,low,42,27,1,8,5,6,32.3,critical
Fire,low,16,15,0,3,4,1,3.7,high
Chemical Spill,medium,13,0,0,1,1,2,28.1,medium
Medical,low,24,18,0,7,6,1,43.3,high
Flood,medium,4,4,0,1,1,0,35.2,medium
Flood,critical,78,57,38,12,11,3,1.8,critical
Structural Collapse,high,186,110,0,42,21,4,40.7,critical
Medical,low,15,4,4,4,1,2,27.9,high
Fire,medium,24,10,0,1,6,1,23.1,high
Flood,critical,431,0,0,124,34,13,12.7,high
Medical,high,172,141,0,47,55,12,25.8,critical
Structural Collapse,low,1,0,0,0,0,0,24.0,low
Structural Collapse,medium,41,29,0,2,13,1,3.4,critical
Earthquake,low,42,11,0,3,6,1,5.2,medium
Chemical Spill,critical,447,0,44,87,79,30,16.5,critical
Medical,critical,448,0,334,35,54,43,32.4,critical
Medical,low,38,0,23,4,4,4,35.4,high
Earthquake,critical,18,0,14,0,2,1,46.1,critical
Structural Collapse,high,77,76,28,18,16,10,40.2,critical
Structural Collapse,medium,15,3,1,0,5,2,12.6,high
Chemical Spill,low,49,1,0,1,6,8,32.8,medium
Flood,medium,39,0,0,3,5,1,30.3,medium
Chemical Spill,critical,437,0,0,109,112,49,8.2,high
Flood,critical,232,0,0,62,41,13,14.7,high
Medical,critical,38,0,0,4,9,2,1.2,medium
Chemical Spill,low,12,6,0,2,0,1,43.3,low
Flood,low,42,0,0,11,8,0,4.9,low
Fire,low,25,8,0,1,9,0,8.7,high
Earthquake,low,16,0,0,2,0,3,2.8,low
Earthquake,critical,67,7,0,8,24,10,42.6,critical
Earthquake,low,0,0,0,0,0,0,17.6,low
Earthquake,medium,17,0,0,3,2,3,35.4,medium
Structural Collapse,high,92,35,24,1,11,18,36.9,critical
Fire,low,5,0,0,0,0,1,24.9,low
Medical,medium,0,0,0,0,0,0,37.2,medium
Flood,low,30,30,16,7,3,6,29.4,critical
Earthquake,high,98,0,0,20,21,2,43.0,medium
Structural Collapse,critical,268,113,0,32,91,0,1.6,critical
Medical,critical,499,267,437,50,165,45,35.9,critical
Fire,critical,260,8,78,51,1,24,44.5,critical
Earthquake,low,19,0,0,4,4,2,30.0,low
Medical,critical,496,0,161,44,57,50,10.1,critical
Structural Collapse,low,12,0,0,0,4,2,42.9,low
Flood,high,167,85,166,0,36,20,42.2,critical
Structural Collapse,critical,127,0,0,0,15,6,31.5,high
Medical,low,11,5,0,1,3,0,10.4,low
Medical,low,36,0,0,10,2,5,46.5,low
Structural Collapse,critical,397,0,0,23,157,18,13.0,high
Fire,high,18,0,4,4,5,0,0.5,medium
Medical,critical,197,0,32,18,15,22,18.4,critical
Fire,low,28,23,6,4,8,0,19.4,critical
Structural Collapse,low,36,0,0,5,12,7,15.9,low
Fire,high,78,43,45,5,20,7,36.7,critical
Chemical Spill,low,15,0,0,3,0,1,12.7,low
Fire,high,153,0,0,14,34,27,9.9,medium
Structural Collapse,high,70,20,59,18,3,11,27.2,critical
Chemical Spill,low,27,12,1,5,5,3,28.8,high
Earthquake,low,22,11,0,5,2,3,6.0,high
Fire,critical,201,5,52,15,4,8,13.4,critical
Chemical Spill,critical,335,0,0,100,61,47,40.6,high
Flood,medium,14,0,0,1,2,0,44.4,medium
Medical,medium,39,26,0,4,12,2,17.8,critical
Flood,critical,325,0,125,79,127,1,7.8,critical
Earthquake,low,48,0,23,14,6,2,20.6,high
Flood,medium,2,0,0,0,0,0,4.5,low
Fire,medium,20,19,15,3,5,1,13.3,critical
Earthquake,medium,45,19,0,10,1,8,2.3,high
Structural Collapse,low,25,7,0,4,0,3,12.5,high
